state,org_id,cat_id,records_breached,records_breached_detail,name,total_records,category,entity_type,location,dt,breach_source,breach_type,type,cat_name,company_name,source_type,region,breach_id
Illinois,200001761,28,NA,NA,"Livongo Health, Inc.","1,950",Discharge Data,MED,,1/25/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,"Livongo Health, Inc.",Breaches,Midwest,1575
Illinois,200001783,28,NA,NA,Freeport Memorial Hospital,"1,349",Discharge Data,MED,,2/26/2016,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Freeport Memorial Hospital,Breaches,Midwest,1576
Illinois,200001792,28,NA,NA,Walgreen Co.,880,Discharge Data,MED,,3/4/2016,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Walgreen Co.,Breaches,Midwest,1577
Illinois,200001794,28,NA,NA,Illinois Valley Podiatry Group,"26,588",Discharge Data,MED,,3/8/2016,US Department of Health and Human Services,HACK,Breaches,Discharge Data,Illinois Valley Podiatry Group,Breaches,Midwest,1578
Illinois,200001853,28,NA,NA,"Northwest Oncology & Hematology, S.C. ","1,625",Discharge Data,MED,,5/11/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,"Northwest Oncology & Hematology, S.C. ",Breaches,Midwest,1579
Illinois,200001921,28,NA,NA,The Carle Foundation,"1,185",Discharge Data,MED,,8/4/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,The Carle Foundation,Breaches,Midwest,1580
Illinois,200001926,28,NA,NA,Autism Home Support Services,533,Discharge Data,MED,,8/10/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Autism Home Support Services,Breaches,Midwest,1581
Illinois,200001934,28,NA,NA,"Village of Oak Park, Illinois",688,Discharge Data,MED,,8/18/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,"Village of Oak Park, Illinois",Breaches,Midwest,1582
Illinois,200001984,28,NA,NA,Northwest Community Healthcare,540,Discharge Data,MED,,10/7/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Northwest Community Healthcare,Breaches,Midwest,1583
Illinois,200001986,28,NA,NA,Baxter Healthcare,992,Discharge Data,MED,,10/10/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Baxter Healthcare,Breaches,Midwest,1584
Illinois,200001987,28,NA,NA,Mercy Hospital and Medical Center,547,Discharge Data,MED,,10/13/2016,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Mercy Hospital and Medical Center,Breaches,Midwest,1585
Illinois,200002040,29,NA,NA,Advanced Fertility Center of Chicago,"19,000",Researcher,MED,,12/1/2016,US Department of Health and Human Services,HACK,Breaches,Researcher,Advanced Fertility Center of Chicago,Breaches,Midwest,1586
Illinois,200002046,28,NA,NA,Black Hawk College,"1,000",Discharge Data,MED,,12/8/2016,US Department of Health and Human Services,HACK,Breaches,Discharge Data,Black Hawk College,Breaches,Midwest,1587
Illinois,200002099,28,NA,NA,Walgreen Co.,"4,500",Discharge Data,MED,,2/3/2017,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Walgreen Co.,Breaches,Midwest,1588
Illinois,200002153,28,NA,NA,"Valley Women's Health, S.C.","5,155",Discharge Data,MED,,4/19/2017,US Department of Health and Human Services,HACK,Breaches,Discharge Data,"Valley Women's Health, S.C.",Breaches,Midwest,1589
Illinois,200002358,28,NA,NA,Chicago Yacht Club,0,Discharge Data,MED,Chicago,7/31/2014,Maryland Attorney General,HACK,Breaches,Discharge Data,Chicago Yacht Club,Breaches,Midwest,1590
Illinois,200002428,46,NA,NA,American Dental Association,2,Dental and Vision,MED,Chicago,5/7/2014,Maryland Attorney General,DISC,Breaches,Dental and Vision,American Dental Association,Breaches,Midwest,1591
Illinois,200002485,28,NA,NA,Catamaran,37,Discharge Data,MED,Schaumburg,2/7/2014,Maryland Attorney General,DISC,Breaches,Discharge Data,Catamaran,Breaches,Midwest,1592
Illinois,200002501,29,NA,NA,Rosalind Franklin University of Medicine,859,Researcher,MED,,7/9/2017,Maryland Attorney General,HACK,Breaches,Researcher,Rosalind Franklin University of Medicine,Breaches,Midwest,1593
Illinois,200002507,6,NA,NA,Walk in the Word Ministries,0,Life Insurance Company,NGO,Elgin,7/13/2017,Maryland Attorney General,HACK,Breaches,Life Insurance Company,Walk in the Word Ministries,Breaches,Midwest,1594
Illinois,200002572,15,NA,NA,National Safety Council,2,Employer,BSO,Itasca,3/21/2017,Maryland Attorney General,HACK,Breaches,Employer,National Safety Council,Breaches,Midwest,1595
Illinois,200002576,15,NA,NA,Rand McNally,0,Employer,BSO,Skokie,3/15/2017,Maryland Attorney General,HACK,Breaches,Employer,Rand McNally,Breaches,Midwest,1596
Illinois,200002577,15,NA,NA,Vertex Wireless,48,Employer,BSO,Chicago,3/15/2017,Maryland Attorney General,HACK,Breaches,Employer,Vertex Wireless,Breaches,Midwest,1597
Illinois,200002584,18,NA,NA,Mrs. Prindables,0,"Physician, Hospital",BSO,Niles,2/24/2017,Maryland Attorney General,HACK,Breaches,"Physician, Hospital",Mrs. Prindables,Breaches,Midwest,1598
Illinois,200002585,18,NA,NA,"Affy Tapple, LLC dba Affy Tapple",0,"Physician, Hospital",BSO,Niles,2/27/2017,Maryland Attorney General,HACK,Breaches,"Physician, Hospital","Affy Tapple, LLC dba Affy Tapple",Breaches,Midwest,1599
Illinois,200002592,18,NA,NA,Silver Cross Hospital,"9,000","Physician, Hospital",MED,New Lenox,8/30/2017,Media,HACK,Breaches,"Physician, Hospital",Silver Cross Hospital,Breaches,Midwest,1600
Illinois,200002637,28,NA,NA,National Safety Council,,Discharge Data,MED,Itasca,3/21/2017,Maryland Attorney General,HACK,Breaches,Discharge Data,National Safety Council,Breaches,Midwest,1601
Illinois,200002656,28,NA,NA,Abbott Nutrition,,Discharge Data,MED,Abbott Park,2/23/2017,Maryland Attorney General,HACK,Breaches,Discharge Data,Abbott Nutrition,Breaches,Midwest,1602
Illinois,200002673,28,NA,NA,Cook County Health & Hospitals System,727,Discharge Data,MED,,10/27/2017,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Cook County Health & Hospitals System,Breaches,Midwest,1603
Illinois,200002698,28,NA,NA,"Riaz Baber, M.D., S.C.","10,500",Discharge Data,MED,,9/28/2017,US Department of Health and Human Services,DISC,Breaches,Discharge Data,"Riaz Baber, M.D., S.C.",Breaches,Midwest,1604
Illinois,200002708,28,NA,NA,"W. W. Grainger, Inc.","1,594",Discharge Data,MED,,9/18/2017,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,"W. W. Grainger, Inc.",Breaches,Midwest,1605
Illinois,200002718,15,NA,NA,Hyatt Hotels,0,Employer,BSO,Chicago,11/16/2017,Media,HACK,Breaches,Employer,Hyatt Hotels,Breaches,Midwest,1606
Illinois,200002727,17,NA,NA,"USA Hoist Company, Inc./Mid-American Elevator/Mid-American Equipment",0,Payer (Insurer),BSO,Chicago,11/27/2017,California Attorney General,HACK,Breaches,Payer (Insurer),"USA Hoist Company, Inc./Mid-American Elevator/Mid-American Equipment",Breaches,Midwest,1607
Illinois,200002763,28,NA,NA,Sinai Health System,"11,347",Discharge Data,MED,,12/1/2017,US Department of Health and Human Services,HACK,Breaches,Discharge Data,Sinai Health System,Breaches,Midwest,1608
Illinois,200002782,15,NA,NA,NextGen Global Resources,,Employer,BSO,Chicago,12/28/2017,,HACK,Breaches,Employer,NextGen Global Resources,Breaches,Midwest,1609
Illinois,200002841,6,NA,NA,"Guaranteed Rate, Inc.","187,788",Life Insurance Company,BSF,Chicago,1/12/2018,Security Breach Letter,HACK,Breaches,Life Insurance Company,"Guaranteed Rate, Inc.",Breaches,Midwest,1610
Illinois,200002884,17,NA,NA,"Navistar, Inc.",253,Payer (Insurer),BSR,Lisle,2/16/2018,Security Breach Letter,DISC,Breaches,Payer (Insurer),"Navistar, Inc.",Breaches,Midwest,1611
Illinois,200002886,17,NA,NA,Country Mutual Insurance Company,"1,418",Payer (Insurer),BSF,Bloomington,2/16/2018,Security Breach Letter,PHYS,Breaches,Payer (Insurer),Country Mutual Insurance Company,Breaches,Midwest,1612
Illinois,200002888,6,NA,NA,Balasa Dinverno Foltz LLC,76,Life Insurance Company,BSF,Chicago,2/15/2018,Security Breach Letter,HACK,Breaches,Life Insurance Company,Balasa Dinverno Foltz LLC,Breaches,Midwest,1613
Illinois,200002899,17,NA,NA,Flexible Benefit Service Corporation,"19,438",Payer (Insurer),BSF,Chicago,2/14/2018,Security Breach Letter,HACK,Breaches,Payer (Insurer),Flexible Benefit Service Corporation,Breaches,Midwest,1614
Illinois,200002937,17,NA,NA,Orbitz,"880,000",Payer (Insurer),BSR,Chicago,3/20/2018,Media,HACK,Breaches,Payer (Insurer),Orbitz,Breaches,Midwest,1615
Illinois,200002944,28,NA,NA,"ATI Holdings, LLC and its subsidiaries ","35,136",Discharge Data,MED,,3/12/2018,US Department of Health and Human Services,HACK,Breaches,Discharge Data,"ATI Holdings, LLC and its subsidiaries ",Breaches,Midwest,1616
Illinois,200002962,28,NA,NA,Flexible Benefit Service Corporation,"5,123",Discharge Data,MED,,2/16/2018,US Department of Health and Human Services,HACK,Breaches,Discharge Data,Flexible Benefit Service Corporation,Breaches,Midwest,1617
Illinois,200002967,17,NA,NA,Sears,"90,000",Payer (Insurer),BSR,,4/6/2018,Media,HACK,Breaches,Payer (Insurer),Sears,Breaches,Midwest,1618
Illinois,200003000,28,NA,NA,Riverside Medical Center,501,Discharge Data,MED,,4/20/2018,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Riverside Medical Center,Breaches,Midwest,1619
Illinois,200003012,28,NA,NA,"ATI Holdings, LLC and its subsidiaries","1,776",Discharge Data,MED,,4/13/2018,US Department of Health and Human Services,HACK,Breaches,Discharge Data,"ATI Holdings, LLC and its subsidiaries",Breaches,Midwest,1620
Illinois,200003015,28,NA,NA,Integrated Rehab Consultants,"4,292",Discharge Data,MED,,4/9/2018,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Integrated Rehab Consultants,Breaches,Midwest,1621
Illinois,200003017,28,NA,NA,Walgreen Co.,910,Discharge Data,MED,,4/6/2018,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Walgreen Co.,Breaches,Midwest,1622
Illinois,200003063,28,NA,NA,Walgreen Co.,703,Discharge Data,MED,,4/27/2018,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Walgreen Co.,Breaches,Midwest,1623
Illinois,200003109,29,NA,NA,Massac County Surgery Center dba Orthopaedic Institute Surgery Center,"2,000",Researcher,MED,,6/8/2018,US Department of Health and Human Services,HACK,Breaches,Researcher,Massac County Surgery Center dba Orthopaedic Institute Surgery Center,Breaches,Midwest,1624
Indiana,200000119,29,NA,NA,Butler University,"163,000",Researcher,EDU,Indianapolis,6/30/2014,Media,HACK,Breaches,Researcher,Butler University,Breaches,Midwest,1656
Indiana,200000128,18,NA,NA,St. Vincent Breast Center,"63,000","Physician, Hospital",MED,Indianapolis,7/4/2014,Media,DISC,Breaches,"Physician, Hospital",St. Vincent Breast Center,Breaches,Midwest,1657
Indiana,200000293,17,NA,NA,Anthem,"80,000,000",Payer (Insurer),BSF,Indianapolis,2/5/2015,Media,HACK,Breaches,Payer (Insurer),Anthem,Breaches,Midwest,1658
Indiana,200000376,18,NA,NA,Medical Informatics Engineering,"390,000","Physician, Hospital",MED,Fort Wayne,6/26/2015,California Attorney General,HACK,Breaches,"Physician, Hospital",Medical Informatics Engineering,Breaches,Midwest,1659
Indiana,200000513,18,NA,NA,Indiana University Health Arnett Hospital,0,"Physician, Hospital",MED,Lafayette,1/6/2016,Media,PORT,Breaches,"Physician, Hospital",Indiana University Health Arnett Hospital,Breaches,Midwest,1660
Indiana,200000515,23,NA,NA,Aspire Indiana Inc.,"43,890",Public Health,MED,Lebanon,1/7/2016,Government Agency,PORT,Breaches,Public Health,Aspire Indiana Inc.,Breaches,Midwest,1661
Indiana,200000541,18,NA,NA,Unknown,0,"Physician, Hospital",BSF,Indianapolis,1/19/2016,Media,PHYS,Breaches,"Physician, Hospital",Unknown,Breaches,Midwest,1662
Indiana,200000646,23,NA,NA,St. Vincent Hospital and Health Care Center Inc.,"63,325",Public Health,MED,Indianapolis,2/27/2015,Government Agency,DISC,Breaches,Public Health,St. Vincent Hospital and Health Care Center Inc.,Breaches,Midwest,1663
Indiana,200000652,23,NA,NA,St. Mary's Health,"3,952",Public Health,MED,Lafayette,3/5/2015,Government Agency,HACK,Breaches,Public Health,St. Mary's Health,Breaches,Midwest,1664
Indiana,200000657,23,NA,NA,Indiana State Medical Association,"38,351",Public Health,MED,Indianapolis,3/6/2015,Government Agency,PORT,Breaches,Public Health,Indiana State Medical Association,Breaches,Midwest,1665
Indiana,200000683,18,NA,NA,"Premier Healthcare, LLC","205,748","Physician, Hospital",MED,Bloomington,3/4/2016,Media,PORT,Breaches,"Physician, Hospital","Premier Healthcare, LLC",Breaches,Midwest,1666
Indiana,200000737,23,NA,NA,Managed Health Services,610,Public Health,MED,Indianapollis,5/1/2016,Government Agency,DISC,Breaches,Public Health,Managed Health Services,Breaches,Midwest,1667
Indiana,200000740,23,NA,NA,Lafayette Pain Care PC,"7,500",Public Health,MED,Lafayette,5/9/2016,Government Agency,HACK,Breaches,Public Health,Lafayette Pain Care PC,Breaches,Midwest,1668
Indiana,200000766,18,NA,NA,Indiana University Health Arnett Hospital,"29,000","Physician, Hospital",MED,Lafayette,1/7/2016,Media,PORT,Breaches,"Physician, Hospital",Indiana University Health Arnett Hospital,Breaches,Midwest,1669
Indiana,200000874,29,NA,NA,Wabash College,49,Researcher,EDU,Crawfordsville,12/18/2015,Maryland Attorney General,HACK,Breaches,Researcher,Wabash College,Breaches,Midwest,1670
Indiana,200000910,17,NA,NA,Vera Bradley,0,Payer (Insurer),BSO,Fort Wayne,10/12/2016,Security Breach Letter,HACK,Breaches,Payer (Insurer),Vera Bradley,Breaches,Midwest,1671
Indiana,200000928,23,NA,NA,Peabody Retirement Community,"1,466",Public Health,MED,Manchester,10/14/2016,Government Agency,HACK,Breaches,Public Health,Peabody Retirement Community,Breaches,Midwest,1672
Indiana,200000931,23,NA,NA,"Gibson Insurance Agency, Inc. ","7,242",Public Health,MED,South Bend,10/14/2016,Government Agency,PORT,Breaches,Public Health,"Gibson Insurance Agency, Inc. ",Breaches,Midwest,1673
Indiana,200001133,29,NA,NA,Summit Reinsurances Services,0,Researcher,MED,Fort Wayne,3/16/2017,Media,HACK,Breaches,Researcher,Summit Reinsurances Services,Breaches,Midwest,1674
Indiana,200001243,28,NA,NA,St. Vincent Hospital and Healthcare Inc,"1,142",Discharge Data,MED,,2/18/2014,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,St. Vincent Hospital and Healthcare Inc,Breaches,Midwest,1675
Indiana,200001310,28,NA,NA,"Ferguson Advertising, Inc.","1,361",Discharge Data,MED,,4/25/2014,US Department of Health and Human Services,HACK,Breaches,Discharge Data,"Ferguson Advertising, Inc.",Breaches,Midwest,1676
Indiana,200001316,28,NA,NA,KEYSTONE INSURERS GROUP,"1,008",Discharge Data,MED,,5/6/2014,US Department of Health and Human Services,UNKN,Breaches,Discharge Data,KEYSTONE INSURERS GROUP,Breaches,Midwest,1677
Indiana,200001358,28,NA,NA,"St. Vincent Hospital and Health Care Center, Inc.","63,325",Discharge Data,MED,,7/9/2014,US Department of Health and Human Services,DISC,Breaches,Discharge Data,"St. Vincent Hospital and Health Care Center, Inc.",Breaches,Midwest,1678
Indiana,200001409,28,NA,NA,The WellPoint Affiliated Covered Entities,"1,464",Discharge Data,MED,,9/8/2014,US Department of Health and Human Services,DISC,Breaches,Discharge Data,The WellPoint Affiliated Covered Entities,Breaches,Midwest,1679
Indiana,200001491,28,NA,NA,"Aspire Indiana, Inc.","43,890",Discharge Data,MED,,1/7/2015,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,"Aspire Indiana, Inc.",Breaches,Midwest,1680
Indiana,200001514,28,NA,NA,Anthem (Working file),0,Discharge Data,MED,,2/13/2015,US Department of Health and Human Services,HACK,Breaches,Discharge Data,Anthem (Working file),Breaches,Midwest,1681
Indiana,200001519,28,NA,NA,"St.Vincent Hospital and Health Care Center, Inc.","63,325",Discharge Data,MED,,2/27/2015,US Department of Health and Human Services,DISC,Breaches,Discharge Data,"St.Vincent Hospital and Health Care Center, Inc.",Breaches,Midwest,1682
Indiana,200001526,28,NA,NA,St. Mary's Health,"3,952",Discharge Data,MED,,3/5/2015,US Department of Health and Human Services,HACK,Breaches,Discharge Data,St. Mary's Health,Breaches,Midwest,1683
Indiana,200001530,28,NA,NA,Indiana State Medical Association,"38,351",Discharge Data,MED,,3/6/2015,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Indiana State Medical Association,Breaches,Midwest,1684
Indiana,200001534,28,NA,NA,"Anthem, Inc. Affiliated Covered Entity","78,800,000",Discharge Data,MED,,3/13/2015,US Department of Health and Human Services,HACK,Breaches,Discharge Data,"Anthem, Inc. Affiliated Covered Entity",Breaches,Midwest,1685
Indiana,200001542,28,NA,NA,Community Health Network,650,Discharge Data,MED,,3/20/2015,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Community Health Network,Breaches,Midwest,1686
Indiana,200001570,28,NA,NA,"St.Vincent Medical Group, Inc.",756,Discharge Data,MED,,4/10/2015,US Department of Health and Human Services,HACK,Breaches,Discharge Data,"St.Vincent Medical Group, Inc.",Breaches,Midwest,1687
Indiana,200001604,28,NA,NA,Beacon Health System,"306,789",Discharge Data,MED,,5/22/2015,US Department of Health and Human Services,HACK,Breaches,Discharge Data,Beacon Health System,Breaches,Midwest,1688
Indiana,200001644,29,NA,NA,Medical Informatics Engineering,"3,900,000",Researcher,MED,,7/23/2015,US Department of Health and Human Services,HACK,Breaches,Researcher,Medical Informatics Engineering,Breaches,Midwest,1689
Indiana,200001740,28,NA,NA,"Physicians Health Plan of Northern Indiana, Inc.","1,708",Discharge Data,MED,,12/18/2015,US Department of Health and Human Services,DISC,Breaches,Discharge Data,"Physicians Health Plan of Northern Indiana, Inc.",Breaches,Midwest,1690
Indiana,200001763,28,NA,NA,Crown Point Health Center,"1,854",Discharge Data,MED,,1/29/2016,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Crown Point Health Center,Breaches,Midwest,1691
Indiana,200001791,28,NA,NA,"Premier Healthcare, LLC","205,748",Discharge Data,MED,,3/4/2016,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,"Premier Healthcare, LLC",Breaches,Midwest,1692
Indiana,200001845,28,NA,NA,Managed Health Services,610,Discharge Data,MED,,5/1/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Managed Health Services,Breaches,Midwest,1693
Indiana,200001849,28,NA,NA,Lafayette Pain Care PC,"7,500",Discharge Data,MED,,5/9/2016,US Department of Health and Human Services,HACK,Breaches,Discharge Data,Lafayette Pain Care PC,Breaches,Midwest,1694
Indiana,200001935,28,NA,NA,Orleans Medical Clinic,"6,890",Discharge Data,MED,,8/19/2016,US Department of Health and Human Services,HACK,Breaches,Discharge Data,Orleans Medical Clinic,Breaches,Midwest,1695
Indiana,200001988,28,NA,NA,Peabody Retirement Community,"1,466",Discharge Data,MED,,10/14/2016,Maryland Attorney General,HACK,Breaches,Discharge Data,Peabody Retirement Community,Breaches,Midwest,1696
Indiana,200001990,28,NA,NA,"Gibson Insurance Agency, Inc.","7,242",Discharge Data,MED,,10/14/2016,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,"Gibson Insurance Agency, Inc.",Breaches,Midwest,1697
Indiana,200002001,28,NA,NA,"Anthem, Inc.","3,525",Discharge Data,MED,,10/26/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,"Anthem, Inc.",Breaches,Midwest,1698
Indiana,200002021,28,NA,NA,Washington National Insurance Company,"1,458",Discharge Data,MED,,11/18/2016,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Washington National Insurance Company,Breaches,Midwest,1699
Indiana,200002037,28,NA,NA,Managed Health Services,"5,500",Discharge Data,MED,,11/29/2016,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,Managed Health Services,Breaches,Midwest,1700
Indiana,200002052,28,NA,NA,Fairbanks Hospital,"12,994",Discharge Data,MED,,12/16/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Fairbanks Hospital,Breaches,Midwest,1701
Indiana,200002061,28,NA,NA,ADVANTAGE Health Solutions,"2,387",Discharge Data,MED,,12/22/2016,US Department of Health and Human Services,HACK,Breaches,Discharge Data,ADVANTAGE Health Solutions,Breaches,Midwest,1702
Indiana,200002093,28,NA,NA,Shiel Sexton,710,Discharge Data,MED,,1/27/2017,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Shiel Sexton,Breaches,Midwest,1703
Indiana,200002119,28,NA,NA,VisionQuest Eyecare,"85,995",Discharge Data,MED,,3/2/2017,US Department of Health and Human Services,HACK,Breaches,Discharge Data,VisionQuest Eyecare,Breaches,Midwest,1704
Indiana,200002203,28,NA,NA,Beacon Health System,"1,239",Discharge Data,MED,,5/26/2017,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Beacon Health System,Breaches,Midwest,1705
Indiana,200002221,17,NA,NA,DXC Technology,0,Payer (Insurer),BSO,Indianapolis,7/5/2017,Media,DISC,Breaches,Payer (Insurer),DXC Technology,Breaches,Midwest,1706
Indiana,200002228,28,NA,NA,Enterprise Services LLC,"56,075",Discharge Data,MED,,6/27/2017,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Enterprise Services LLC,Breaches,Midwest,1707
Indiana,200002486,28,NA,NA,White Lodging Services Corporation,0,Discharge Data,MED,Merrillville,2/6/2014,Maryland Attorney General,HACK,Breaches,Discharge Data,White Lodging Services Corporation,Breaches,Midwest,1708
Indiana,200002519,17,NA,NA,Anthem,"18,500",Payer (Insurer),BSF,Indianapolis,7/31/2017,Media,INSD,Breaches,Payer (Insurer),Anthem,Breaches,Midwest,1709
Indiana,200002632,28,NA,NA,South Bend Orthopaedic Associates Inc,"1,272",Discharge Data,MED,,8/18/2017,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,South Bend Orthopaedic Associates Inc,Breaches,Midwest,1710
Indiana,200002654,28,NA,NA,Rederal Direct Tax Services,,Discharge Data,MED,Indianapolis,2/28/2017,Maryland Attorney General,HACK,Breaches,Discharge Data,Rederal Direct Tax Services,Breaches,Midwest,1711
Indiana,200002667,17,NA,NA,Anthem Blue Cross Blue Shield,"18,000",Payer (Insurer),MED,Indianapolis,7/31/2017,Media,INSD,Breaches,Payer (Insurer),Anthem Blue Cross Blue Shield,Breaches,Midwest,1712
Indiana,200002840,18,NA,NA,St. Vincent Warrick,1,"Physician, Hospital",MED,Boonville,1/10/2018,,DISC,Breaches,"Physician, Hospital",St. Vincent Warrick,Breaches,Midwest,1713
Indiana,200002844,18,NA,NA,Pension Fund of the Christian Church,"10,981","Physician, Hospital",NGO,Indianapolis,2/13/2018,Security Breach Letter,PHYS,Breaches,"Physician, Hospital",Pension Fund of the Christian Church,Breaches,Midwest,1714
Indiana,200002846,18,NA,NA,"Tx: Team Rehab, Inc.",56,"Physician, Hospital",MED,Indianapolis,1/22/2018,Security Breach Letter,HACK,Breaches,"Physician, Hospital","Tx: Team Rehab, Inc.",Breaches,Midwest,1715
Indiana,200002848,57,NA,NA,Franciscan Health Indianapolis,2,Social Support,MED,Indianapolis,1/17/2018,Security Breach Letter,DISC,Breaches,Social Support,Franciscan Health Indianapolis,Breaches,Midwest,1716
Indiana,200002849,18,NA,NA,Community Hospital of Bremen,115,"Physician, Hospital",MED,Bremen,2/13/2018,Security Breach Letter,DISC,Breaches,"Physician, Hospital",Community Hospital of Bremen,Breaches,Midwest,1717
Indiana,200002853,18,NA,NA,Deconess Hospital,4,"Physician, Hospital",MED,Evansville,1/12/2018,Security Breach Letter,INSD,Breaches,"Physician, Hospital",Deconess Hospital,Breaches,Midwest,1718
Indiana,200002857,18,NA,NA,Union Hospital,1,"Physician, Hospital",MED,Terre Haute,1/23/2018,Security Breach Letter,DISC,Breaches,"Physician, Hospital",Union Hospital,Breaches,Midwest,1719
Indiana,200003042,29,NA,NA,The Trustees of Purdue University,"1,711",Researcher,MED,,5/25/2018,US Department of Health and Human Services,HACK,Breaches,Researcher,The Trustees of Purdue University,Breaches,Midwest,1720
Iowa,200000046,29,NA,NA,Iowa State University,"29,780",Researcher,EDU,Ames,4/22/2014,Media,HACK,Breaches,Researcher,Iowa State University,Breaches,Midwest,1728
Iowa,200000539,29,NA,NA,University of Northern Iowa,100,Researcher,EDU,Cedar Falls,1/18/2016,Media,UNKN,Breaches,Researcher,University of Northern Iowa,Breaches,Midwest,1729
Iowa,200000544,17,NA,NA,JB Autosports,0,Payer (Insurer),BSO,Des Moines,1/12/2016,California Attorney General,HACK,Breaches,Payer (Insurer),JB Autosports,Breaches,Midwest,1730
Iowa,200000547,17,NA,NA,Tax Act,450,Payer (Insurer),BSF,Cedar Rapids,1/13/2016,Media,HACK,Breaches,Payer (Insurer),Tax Act,Breaches,Midwest,1731
Iowa,200000555,23,NA,NA,Grx Holdings LLC dba Medicap Pharmacy,"2,300",Public Health,MED,West Des Moines,2/2/2016,Government Agency,PHYS,Breaches,Public Health,Grx Holdings LLC dba Medicap Pharmacy,Breaches,Midwest,1732
Iowa,200000741,23,NA,NA,Unity Point Health,"1,620",Public Health,MED,West Des Moines,5/11/2016,Government Agency,DISC,Breaches,Public Health,Unity Point Health,Breaches,Midwest,1733
Iowa,200000832,23,NA,NA,Planned Parenthood of the Heartland,"2,506",Public Health,MED,Des Moines,7/1/2016,Government Agency,DISC,Breaches,Public Health,Planned Parenthood of the Heartland,Breaches,Midwest,1734
Iowa,200000983,17,NA,NA,DealerBuilt,0,Payer (Insurer),BSO,Mason City,11/8/2016,Media,DISC,Breaches,Payer (Insurer),DealerBuilt,Breaches,Midwest,1735
Iowa,200001023,17,NA,NA,BraceAbility,0,Payer (Insurer),BSO,Cedar Falls,12/13/2016,California Attorney General,HACK,Breaches,Payer (Insurer),BraceAbility,Breaches,Midwest,1736
Iowa,200001258,23,NA,NA,Iowa Dept. of Human Services,"2,042",Public Health,MED,,3/10/2014,US Department of Health and Human Services,UNKN,Breaches,Public Health,Iowa Dept. of Human Services,Breaches,Midwest,1737
Iowa,200001300,28,NA,NA,VGM Homelink,"1,400",Discharge Data,MED,,4/18/2014,US Department of Health and Human Services,DISC,Breaches,Discharge Data,VGM Homelink,Breaches,Midwest,1738
Iowa,200001311,28,NA,NA,Iowa Medicaid Enterprise,862,Discharge Data,MED,,4/25/2014,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Iowa Medicaid Enterprise,Breaches,Midwest,1739
Iowa,200001765,28,NA,NA,"Grx Holdings, LLC dba Medicap Pharmacy","2,300",Discharge Data,MED,,2/2/2016,US Department of Health and Human Services,PHYS,Breaches,Discharge Data,"Grx Holdings, LLC dba Medicap Pharmacy",Breaches,Midwest,1740
Iowa,200001812,28,NA,NA,Mercy Iowa City,"15,625",Discharge Data,MED,,3/25/2016,US Department of Health and Human Services,HACK,Breaches,Discharge Data,Mercy Iowa City,Breaches,Midwest,1741
Iowa,200001850,28,NA,NA,UnityPoint Health Affiliated Covered Entity,"1,620",Discharge Data,MED,,5/11/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,UnityPoint Health Affiliated Covered Entity,Breaches,Midwest,1742
Iowa,200001896,28,NA,NA,Planned Parenthood of the Heartland,"2,506",Discharge Data,MED,,7/1/2016,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Planned Parenthood of the Heartland,Breaches,Midwest,1743
Iowa,200002156,28,NA,NA,Iowa Veterans Home,"2,969",Discharge Data,MED,,4/21/2017,US Department of Health and Human Services,DISC,Breaches,Discharge Data,Iowa Veterans Home,Breaches,Midwest,1744
